ID,ideology,leadership,name,district,party,description,introduced_bills_118,cosponsored_bills_118,unique_cosponsors_118,total_cosponsors_118
456868,0.5386863058258012,0.11769845430446674,Flood,,Republican,centrist Republican follower ,19,220,59,83
456807,0.7428694216183517,0.41653761886710167,Franklin,FL15,Republican,conservative Republican,22,287,140,331
456836,0.6110679426384616,0.6334122072357511,Garbarino,NY2,Republican,moderate Republican leader,38,340,311,790
456849,0.6018767102796786,0.4920902506824197,Gonzales,TX23,Republican,rank-and-file Republican,34,259,171,347
456853,0.8427387080694396,0.5614194877951991,Good,VA5,Republican,conservative Republican,52,836,144,573
456843,0.674975985645454,0.4615840715046403,Mace,SC1,Republican,rank-and-file Republican,75,478,209,388
456837,0.6328786809701685,0.6481058896491616,Malliotakis,NY11,Republican,moderate Republican leader,43,426,281,551
456832,0.35309735437096124,0.5617033845215597,Manning,NC6,Democrat,centrist Democrat,12,290,255,428
456827,0.6481353257850498,0.7260753356658853,McClain,MI6,Republican,moderate Republican leader,32,187,231,416
456820,0.8820125319126008,0.3262581361732875,Miller,IL15,Republican,conservative Republican,22,532,98,222
456851,0.5949719125722477,0.43265731899999615,Moore,UT1,Republican,rank-and-file Republican,34,184,181,298
456821,0.3215872886802678,0.1253655303697647,Mrvan,IN1,Democrat,moderate Democratic follower,6,266,17,18
456848,0.6874244940644108,0.5447490570258334,Nehls,TX22,Republican,rank-and-file Republican,33,361,240,433
456801,0.5997572965243847,0.21651629814235013,Obernolte,CA23,Republican,moderate Republican follower,21,259,84,100
456852,0.6958620828930927,0.44323121425463224,Owens,UT4,Republican,rank-and-file Republican,17,291,130,177
456830,0.7603625139610042,0.4295160789197835,Rosendale,MT2,Republican,conservative Republican,49,799,92,279
400367,0.7231812786508885,0.10200221324683921,Sessions,TX17,Republican,moderate Republican follower,17,331,46,48
456861,0.22796593337662743,0.32555545966325433,Stansbury,NM1,Democrat,rank-and-file Democrat,19,630,139,255
412515,0.6205466781115763,0.27158201157395145,Valadao,CA22,Republican,rank-and-file Republican,27,481,115,204
456850,0.6973075115841716,0.6070539754464529,Van Duyne,TX24,Republican,rank-and-file Republican,34,305,98,159
456803,0.5432203420333993,0.5461446056746437,Steel,CA45,Republican,centrist Republican,47,211,216,457
456825,0.26427367461273454,0.19919648388631894,Auchincloss,MA4,Democrat,moderate Democratic follower,8,265,70,78
456829,0.1692390361946161,0.4683612319886788,Bush,MO1,Democrat,rank-and-file Democrat,15,398,148,395
456835,0.2554756850208539,0.43719151307845733,Leger Fernandez,NM3,Democrat,rank-and-file Democrat,35,297,123,261
456831,0.30367303081028424,0.3247141967993149,Ross,NC2,Democrat,moderate Democratic follower,28,596,100,154
456802,0.5379231184986645,0.6557271725089197,Kim,NJ3,Republican,centrist Republican leader,39,324,257,560
456817,0.7495217081864864,0.702162777081311,Miller-Meeks,IA1,Republican,conservative Republican leader,48,399,280,692
400196,0.6123797612205992,0.6069807358186369,Issa,CA48,Republican,rank-and-file Republican,45,199,274,612
456854,0.24322230813404586,0.4127635047759195,Strickland,WA10,Democrat,rank-and-file Democrat,16,363,175,286
456865,0.24757008992422977,0.38879350861198825,Cherfilus-McCormick,FL20,Democrat,rank-and-file Democrat,20,644,190,376
456855,0.6376524134203341,0.39685944907400206,Fitzgerald,WI5,Republican,rank-and-file Republican,26,206,115,213
456805,0.7823850541691613,0.4640446583144255,Boebert,CO3,Republican,conservative Republican,26,336,94,259
456800,0.7795961789535956,0.2313032703013684,Moore,AL2,Republican,lonley conservative Republican follower,22,414,95,132
456814,0.6257492601021242,0.3109247229159364,Greene,GA14,Republican,rank-and-file Republican,26,181,73,222
456870,0.4164711195333513,0.06073732859781544,Peltola,,Democrat,centrist Democratic follower,23,323,30,40
456822,0.5380345638636149,0.3201327328722256,Spartz,IN5,Republican,centrist Republican,13,122,16,17
456871,0.39108740248901797,0.3092420294866609,Ryan,OH13,Democrat,centrist Democratic follower,17,358,168,238
